date,crop_name,region,district,market_arrival,price_per_quintal,weather_temp,rainfall_mm,humidity_pct,season,festival_flag,holiday_flag,fuel_price,transport_cost,crop_yield,shelf_life_days,demand_estimate,supply_gap,spoilage_risk,crop
2025-06-16,Onion,Tamil Nadu,Chennai,302.27,7603.41,41.2,177.7,59.1,Summer,0,0,96.64,408.0,5000,30,1913,-1610.73,0,Vegetables
2025-02-06,Cabbage,Tamil Nadu,Madurai,185.39,6610.2,30.3,29.9,45.4,Rabi,0,0,101.43,389.4,5000,7,972,-786.61,0,Wheat
2024-06-17,Chilli,Telangana,Khammam,57.86,12990.9,31.2,41.2,61.6,Summer,0,0,88.04,392.8,2549,180,1095,-1037.14,0,Vegetables
2025-01-14,Potato,Karnataka,Bengaluru Urban,28.64,22220.81,21.3,8.9,48.2,Rabi,1,0,101.37,396.9,5000,60,1540,-1511.36,0,Barley
2025-05-18,Chilli,Maharashtra,Nagpur,147.31,8759.31,35.6,19.2,43.5,Summer,0,1,100.25,408.3,934,180,1238,-1090.69,0,Cucumber
2024-07-02,Turmeric,Karnataka,Bengaluru Rural,32.79,17336.76,35.0,94.2,89.8,Kharif,0,0,101.89,424.5,4984,365,1107,-1074.21,0,Rice
2024-08-02,Maize,Andhra Pradesh,Visakhapatnam,185.76,7336.86,32.7,45.7,82.7,Kharif,0,0,92.54,379.2,4262,180,1117,-931.24,0,Rice
2024-09-17,Cabbage,Andhra Pradesh,Vijayawada,216.47,7855.22,39.1,32.4,74.0,Kharif,0,0,100.33,427.7,5000,7,1453,-1236.53,1,Groundnut
2024-11-18,Potato,Telangana,Nizamabad,53.8,13550.4,30.0,32.9,59.5,Rabi,0,0,98.67,395.4,5000,60,1074,-1020.2,0,Wheat
2024-09-14,Rice,Maharashtra,Nashik,316.58,5225.01,33.4,164.6,91.1,Kharif,0,0,92.48,349.7,3212,365,957,-640.4200000000001,0,Maize
2025-03-28,Potato,Telangana,Karimnagar,272.24,5780.22,31.6,2.7,52.7,Summer,0,0,89.63,367.5,5000,60,994,-721.76,0,Vegetables
2024-08-15,Cabbage,Andhra Pradesh,Krishna,113.56,9835.94,31.1,83.1,69.9,Kharif,0,0,89.51,366.5,5000,7,1270,-1156.44,0,Groundnut
2024-08-14,Onion,Maharashtra,Nagpur,22.15,22241.48,37.9,21.5,63.7,Kharif,0,0,102.56,422.5,5000,30,1218,-1195.85,0,Cotton
2024-08-29,Rice,Andhra Pradesh,Guntur,170.51,7636.38,38.9,155.3,87.1,Kharif,0,0,99.4,380.5,3351,365,1120,-949.49,0,Maize
2024-06-08,Chilli,Telangana,Nizamabad,152.44,8122.52,30.4,55.1,90.6,Summer,0,0,104.5,467.5,2488,180,1123,-970.56,0,Cucumber
2024-11-13,Tomato,Telangana,Karimnagar,45.27,14097.1,27.6,6.3,46.6,Rabi,0,0,103.76,407.5,5000,5,994,-948.73,0,Mustard
2024-06-27,Onion,Tamil Nadu,Tiruppur,106.13,10429.47,31.0,96.5,91.3,Summer,0,0,99.16,384.0,5000,30,1233,-1126.87,0,Cucumber
2024-07-29,Rice,Tamil Nadu,Salem,161.89,7430.5,39.1,69.0,82.7,Kharif,0,0,93.81,432.9,2706,365,1012,-850.11,0,Rice
2024-12-03,Brinjal,Maharashtra,Pune,164.16,7766.81,22.3,27.8,37.7,Rabi,0,0,101.1,397.7,5000,5,975,-810.84,0,Barley
2025-01-18,Brinjal,Telangana,Nizamabad,81.58,10564.22,21.1,28.0,42.9,Rabi,0,0,97.51,364.1,5000,5,974,-892.42,0,Chickpea
2024-06-23,Brinjal,Karnataka,Tumakuru,230.13,6920.31,28.5,140.0,67.9,Summer,0,1,107.75,477.1,5000,5,1237,-1006.87,0,Vegetables
2025-04-26,Tomato,Andhra Pradesh,Kurnool,81.09,11893.42,36.0,11.5,27.0,Summer,0,0,90.09,425.2,5000,5,1280,-1198.91,1,Vegetables
2024-12-23,Turmeric,Andhra Pradesh,Kurnool,154.82,8313.76,30.3,39.9,38.5,Rabi,0,0,88.89,368.1,3781,365,1195,-1040.18,0,Wheat
2025-05-31,Maize,Andhra Pradesh,Vijayawada,15.0,31443.94,35.8,0.3,47.9,Summer,0,0,101.72,444.6,2585,180,1645,-1630.0,0,Vegetables
2024-11-12,Cabbage,Telangana,Hyderabad,109.04,8713.98,26.8,25.0,60.3,Rabi,0,0,100.91,425.5,5000,7,941,-831.96,0,Wheat
2024-08-04,Wheat,Maharashtra,Solapur,116.5,15148.33,41.0,187.2,68.7,Kharif,0,1,99.61,387.7,1088,365,3000,-2883.5,0,Rice
2025-03-08,Chilli,Tamil Nadu,Tiruppur,54.37,14517.51,27.1,2.1,45.9,Summer,0,0,102.85,441.0,1968,180,1293,-1238.63,0,Vegetables
2025-02-27,Wheat,Tamil Nadu,Tiruppur,190.88,6802.92,28.4,25.9,39.6,Rabi,0,0,91.44,397.3,4669,365,996,-805.12,0,Wheat
2025-04-06,Turmeric,Andhra Pradesh,Visakhapatnam,164.89,8994.02,38.5,13.4,50.1,Summer,0,1,91.73,342.8,3299,365,1541,-1376.11,0,Watermelon
2024-07-29,Brinjal,Telangana,Khammam,133.92,8571.13,41.5,116.5,74.5,Kharif,0,0,96.84,372.8,5000,5,1074,-940.08,1,Rice
2025-01-18,Potato,Tamil Nadu,Madurai,239.23,6211.92,27.0,23.7,42.4,Rabi,0,0,89.14,334.8,5000,60,1124,-884.77,0,Barley
2025-01-19,Turmeric,Tamil Nadu,Chennai,217.6,7327.07,30.4,35.4,36.9,Rabi,0,1,104.22,410.6,4164,365,1386,-1168.4,0,Mustard
2024-11-08,Turmeric,Karnataka,Mysuru,253.53,6458.04,31.7,18.6,59.7,Rabi,0,0,89.37,363.0,4189,365,1186,-932.47,0,Mustard
2024-12-09,Onion,Tamil Nadu,Chennai,41.75,16441.07,20.9,8.4,38.0,Rabi,0,0,98.32,388.3,5000,30,1263,-1221.25,0,Mustard
2024-07-17,Rice,Andhra Pradesh,Kurnool,111.98,9617.88,41.6,156.7,93.7,Kharif,0,0,97.67,386.9,3263,365,1126,-1014.02,0,Rice
2024-07-20,Chilli,Telangana,Nizamabad,268.03,6393.62,31.6,84.0,82.0,Kharif,0,0,89.38,351.8,2117,180,1129,-860.97,0,Maize
2024-07-01,Cabbage,Maharashtra,Solapur,36.37,16021.27,40.1,47.9,58.3,Kharif,0,0,98.66,392.5,5000,7,1061,-1024.63,1,Groundnut
2024-11-16,Rice,Tamil Nadu,Madurai,112.46,9111.46,21.7,25.0,39.6,Rabi,0,0,98.73,373.0,2229,365,1070,-957.54,0,Chickpea
2025-05-07,Turmeric,Andhra Pradesh,Krishna,202.29,7889.69,33.7,8.4,38.8,Summer,0,0,103.95,435.5,3007,365,1287,-1084.71,0,Cucumber
2025-04-04,Wheat,Karnataka,Bengaluru Urban,77.67,16968.96,43.1,19.8,51.7,Summer,0,0,96.17,374.2,1184,365,2458,-2380.33,0,Watermelon
2025-03-23,Brinjal,Telangana,Warangal,229.92,7275.62,25.8,33.5,42.6,Summer,0,1,106.92,430.8,5000,5,1441,-1211.08,0,Watermelon
2025-05-03,Maize,Telangana,Hyderabad,177.63,8122.23,44.4,3.5,42.0,Summer,0,0,100.74,416.7,2553,180,1287,-1109.37,0,Watermelon
2024-11-27,Brinjal,Karnataka,Bengaluru Urban,76.62,12348.18,24.5,26.5,34.9,Rabi,0,0,100.56,388.6,5000,5,1367,-1290.38,0,Barley
2025-06-26,Wheat,Maharashtra,Nashik,93.73,13469.08,41.0,194.6,77.9,Summer,0,0,91.15,372.7,685,365,1888,-1794.27,0,Cucumber
2025-01-06,Brinjal,Maharashtra,Solapur,262.85,6760.24,26.7,33.8,57.9,Rabi,0,0,91.85,402.0,5000,5,1282,-1019.15,0,Chickpea
2025-05-12,Brinjal,Andhra Pradesh,Nellore,58.33,14719.7,33.0,17.4,48.8,Summer,0,0,101.8,443.8,5000,5,1441,-1382.67,0,Watermelon
2025-05-03,Wheat,Andhra Pradesh,Guntur,141.95,10609.51,34.1,9.7,52.6,Summer,0,0,88.88,357.3,980,365,1757,-1615.05,0,Cucumber
2024-10-18,Wheat,Karnataka,Mysuru,116.95,15237.91,38.6,47.8,74.5,Kharif,0,0,97.46,414.8,742,365,3000,-2883.05,0,Groundnut
2024-06-04,Onion,Telangana,Nizamabad,172.39,6693.71,39.6,50.7,56.2,Summer,0,0,92.5,374.4,5000,30,875,-702.61,0,Vegetables
2025-05-03,Turmeric,Andhra Pradesh,Guntur,22.01,19461.36,33.6,0.7,41.5,Summer,0,0,97.64,437.3,2680,365,912,-889.99,0,Watermelon
2025-06-15,Tomato,Andhra Pradesh,Visakhapatnam,128.73,9728.37,31.3,28.9,84.0,Summer,0,1,90.46,391.4,5000,5,1422,-1293.27,1,Cucumber
2025-02-27,Potato,Tamil Nadu,Salem,156.43,7705.89,29.0,5.0,57.0,Rabi,0,0,93.21,407.2,5000,60,1023,-866.5699999999999,0,Mustard
2025-01-19,Chilli,Telangana,Karimnagar,13.88,30326.53,20.8,0.8,58.9,Rabi,0,1,99.54,438.2,1759,180,1451,-1437.12,0,Mustard
2024-11-07,Chilli,Maharashtra,Solapur,255.19,6503.8,31.2,10.6,51.4,Rabi,0,0,102.93,408.8,1822,180,1247,-991.81,0,Mustard
2024-07-14,Tomato,Telangana,Warangal,31.12,20121.47,31.9,193.4,55.4,Kharif,0,1,103.75,446.7,5000,5,1385,-1353.88,0,Groundnut
2025-06-22,Cabbage,Andhra Pradesh,Visakhapatnam,290.1,6771.36,32.8,170.2,92.4,Summer,0,1,92.09,375.8,5000,7,1464,-1173.9,1,Cucumber
2024-07-12,Wheat,Tamil Nadu,Salem,88.37,13154.03,30.1,194.3,72.9,Kharif,0,0,99.03,388.8,788,365,1708,-1619.63,0,Groundnut
2025-02-04,Cabbage,Tamil Nadu,Salem,61.58,12482.08,30.9,32.7,56.5,Rabi,0,0,89.22,332.9,5000,7,1066,-1004.42,0,Wheat
2024-10-18,Potato,Maharashtra,Pune,55.72,16938.63,33.6,179.2,90.8,Kharif,0,0,108.0,426.2,5000,60,1770,-1714.28,0,Maize
2024-11-24,Turmeric,Andhra Pradesh,Krishna,105.23,11408.71,25.2,33.2,34.2,Rabi,0,1,104.17,432.4,3189,365,1546,-1440.77,0,Wheat
2025-05-14,Cabbage,Tamil Nadu,Tiruppur,172.56,9500.51,40.2,8.7,29.9,Summer,0,0,90.56,386.2,5000,7,1627,-1454.44,1,Vegetables
2025-05-08,Wheat,Andhra Pradesh,Guntur,52.73,17364.27,42.9,11.3,44.7,Summer,0,0,107.76,433.1,1163,365,1771,-1718.27,0,Cucumber
2024-12-20,Cabbage,Andhra Pradesh,Vijayawada,202.9,6895.42,26.9,18.6,34.2,Rabi,0,0,109.57,422.8,5000,7,1094,-891.1,0,Barley
2024-09-13,Wheat,Telangana,Warangal,109.9,13423.03,35.5,38.6,61.9,Kharif,0,0,100.5,398.4,500,365,2136,-2026.1,0,Cotton
2025-06-27,Wheat,Karnataka,Mysuru,68.41,19469.23,28.7,29.5,82.7,Summer,0,0,98.07,383.6,1096,365,2875,-2806.59,0,Watermelon
2024-08-01,Tomato,Tamil Nadu,Salem,111.99,8915.65,39.5,105.9,69.0,Kharif,0,0,95.98,428.4,5000,5,1015,-903.01,1,Cotton
2024-08-29,Onion,Tamil Nadu,Tiruppur,110.53,11229.87,39.8,59.8,70.2,Kharif,0,0,105.78,464.4,5000,30,1510,-1399.47,0,Cotton
2025-05-27,Potato,Maharashtra,Solapur,154.94,8605.49,39.4,0.7,39.3,Summer,0,0,96.97,373.9,5000,60,1369,-1214.06,0,Watermelon
2025-05-09,Chilli,Andhra Pradesh,Kurnool,25.17,22374.48,41.6,1.4,37.5,Summer,0,0,90.56,392.1,1497,180,1394,-1368.83,0,Vegetables
2025-06-15,Tomato,Tamil Nadu,Chennai,114.86,11662.53,33.6,170.1,87.6,Summer,0,1,101.46,408.7,5000,5,1747,-1632.14,1,Cucumber
2025-01-22,Rice,Karnataka,Hassan,259.02,7077.2,25.0,27.0,53.0,Rabi,0,0,89.54,369.0,1913,365,1325,-1065.98,0,Barley
2025-01-06,Cabbage,Tamil Nadu,Salem,287.03,6158.22,22.0,35.2,49.5,Rabi,0,0,93.09,391.0,5000,7,1239,-951.97,0,Mustard
2024-10-27,Rice,Tamil Nadu,Chennai,208.5,7361.88,36.8,92.6,85.1,Kharif,0,1,99.69,429.9,2874,365,1225,-1016.5,0,Groundnut
2024-11-14,Onion,Maharashtra,Aurangabad,94.91,10447.67,26.5,33.8,45.1,Rabi,0,0,96.34,439.5,5000,30,1276,-1181.09,0,Mustard
2025-05-20,Chilli,Andhra Pradesh,Kurnool,74.91,12133.05,39.2,6.2,42.2,Summer,0,0,95.15,356.6,1262,180,1220,-1145.09,0,Vegetables
2024-07-25,Potato,Tamil Nadu,Tiruppur,8.82,36654.84,41.3,92.0,86.3,Kharif,0,0,93.85,437.6,5000,60,1322,-1313.18,0,Cotton
2024-12-23,Brinjal,Andhra Pradesh,Kurnool,216.07,7142.73,28.3,4.8,62.8,Rabi,0,0,91.99,398.0,5000,5,1264,-1047.93,0,Barley
2024-11-06,Chilli,Telangana,Karimnagar,120.97,10285.93,22.1,16.7,56.5,Rabi,0,0,107.76,404.7,2210,180,1368,-1247.03,0,Mustard
2024-08-26,Rice,Maharashtra,Pune,313.42,5645.52,30.3,62.1,55.9,Kharif,0,0,106.37,480.0,2873,365,1141,-827.5799999999999,0,Maize
2025-02-27,Brinjal,Telangana,Karimnagar,123.94,9020.47,20.6,1.6,50.1,Rabi,0,0,96.64,360.8,5000,5,1072,-948.06,0,Barley
2024-11-27,Onion,Telangana,Hyderabad,326.1,6070.81,27.1,15.9,64.1,Rabi,0,0,99.97,394.7,5000,30,1418,-1091.9,0,Barley
2024-08-14,Wheat,Telangana,Warangal,27.96,31062.95,28.7,96.7,88.3,Kharif,0,0,105.72,410.2,867,365,3000,-2972.04,0,Cotton
2025-04-05,Onion,Andhra Pradesh,Guntur,121.88,9240.96,37.0,17.4,27.5,Summer,0,0,92.64,412.0,5000,30,1164,-1042.12,0,Watermelon
2025-04-18,Maize,Tamil Nadu,Tiruppur,45.86,17634.63,39.4,3.2,42.2,Summer,0,0,105.72,458.4,2289,180,1561,-1515.14,0,Watermelon
2025-06-25,Cabbage,Tamil Nadu,Tiruppur,34.76,15316.61,33.1,93.5,82.2,Summer,0,0,89.25,335.5,5000,7,909,-874.24,1,Watermelon
2025-04-26,Cabbage,Karnataka,Mysuru,45.57,15841.32,43.6,17.9,33.9,Summer,0,0,93.06,382.7,5000,7,1278,-1232.43,1,Watermelon
2024-08-17,Maize,Andhra Pradesh,Kurnool,71.27,11697.3,37.4,168.4,70.9,Kharif,0,0,91.44,406.5,3800,180,1128,-1056.73,0,Maize
2025-01-13,Wheat,Karnataka,Hassan,137.66,7389.83,30.4,11.6,46.4,Rabi,0,0,101.63,412.7,4714,365,864,-726.34,0,Mustard
2024-06-29,Chilli,Maharashtra,Pune,7.53,33962.24,39.9,56.3,92.4,Summer,0,0,103.16,455.2,2259,180,946,-938.47,0,Vegetables
2024-11-06,Maize,Tamil Nadu,Chennai,264.46,6791.34,29.2,10.1,60.3,Rabi,0,0,90.26,347.2,3465,180,1340,-1075.54,0,Wheat
2024-06-30,Chilli,Karnataka,Bengaluru Urban,123.55,10541.16,32.5,141.8,78.8,Summer,0,1,101.27,435.9,2566,180,1486,-1362.45,0,Vegetables
2025-04-27,Rice,Maharashtra,Solapur,14.74,30665.28,41.3,4.7,43.8,Summer,0,1,104.44,405.2,1321,365,1557,-1542.26,0,Vegetables
2025-02-15,Turmeric,Tamil Nadu,Tiruppur,128.05,9328.46,30.2,1.8,55.7,Rabi,0,0,95.51,397.4,4290,365,1186,-1057.95,0,Chickpea
2025-03-11,Tomato,Tamil Nadu,Tiruppur,13.91,25730.08,26.6,7.0,40.4,Summer,0,0,102.6,466.0,5000,5,1012,-998.09,0,Watermelon
2025-04-30,Potato,Karnataka,Hassan,97.46,11081.83,39.8,10.0,27.1,Summer,0,0,89.98,389.0,5000,60,1324,-1226.54,0,Cucumber
2025-01-30,Brinjal,Telangana,Hyderabad,265.88,7226.47,23.5,21.0,54.4,Rabi,0,0,107.81,468.6,5000,5,1374,-1108.12,0,Barley
2025-01-17,Rice,Karnataka,Bengaluru Urban,7.83,36296.81,23.5,0.0,39.5,Rabi,0,0,92.79,404.3,2434,365,1136,-1128.17,0,Mustard
2025-02-14,Onion,Andhra Pradesh,Guntur,210.25,6547.84,28.0,22.3,42.0,Rabi,0,0,90.96,346.9,5000,30,1005,-794.75,0,Wheat
2025-05-29,Maize,Tamil Nadu,Tiruppur,8.01,42966.4,34.2,8.0,46.9,Summer,0,0,105.16,398.7,2185,180,1650,-1641.99,0,Watermelon
2025-02-23,Cabbage,Telangana,Karimnagar,106.56,10769.63,31.5,22.6,48.0,Rabi,0,1,89.87,383.9,5000,7,1360,-1253.44,0,Mustard
2024-12-08,Wheat,Tamil Nadu,Salem,170.0,8478.66,22.9,3.8,41.0,Rabi,0,1,90.13,351.4,4582,365,1320,-1150.0,0,Barley
2024-11-21,Cabbage,Andhra Pradesh,Visakhapatnam,89.18,10092.38,23.9,12.2,44.1,Rabi,0,0,102.8,441.2,5000,7,988,-898.8199999999999,0,Chickpea
2025-04-28,Chilli,Andhra Pradesh,Krishna,200.59,7865.88,34.5,11.6,45.8,Summer,0,0,103.41,449.7,1617,180,1277,-1076.41,0,Watermelon
2024-07-19,Brinjal,Tamil Nadu,Madurai,48.43,13825.44,28.4,71.2,72.7,Kharif,0,0,101.58,452.0,5000,5,1014,-965.57,0,Cotton
2024-10-08,Cabbage,Telangana,Karimnagar,59.16,13561.52,36.2,117.4,58.4,Kharif,0,0,89.25,341.9,5000,7,1161,-1101.84,1,Cotton
2024-07-12,Cabbage,Telangana,Karimnagar,148.82,8636.65,28.6,109.7,82.6,Kharif,0,0,93.55,375.1,5000,7,1242,-1093.18,1,Maize
2024-11-06,Turmeric,Telangana,Nizamabad,320.4,6637.74,24.4,25.6,46.3,Rabi,0,0,92.18,405.8,4414,365,1528,-1207.6,0,Mustard
2025-05-29,Rice,Karnataka,Hassan,182.48,8545.27,41.1,7.9,47.7,Summer,0,0,97.99,400.1,1120,365,1392,-1209.52,0,Vegetables
2024-12-10,Chilli,Telangana,Nizamabad,258.88,6660.28,27.0,38.8,43.2,Rabi,0,0,89.36,363.3,2004,180,1289,-1030.12,0,Barley
2024-07-18,Turmeric,Maharashtra,Nagpur,162.48,8424.59,29.6,179.0,71.6,Kharif,0,0,96.52,417.2,5000,365,1326,-1163.52,0,Rice
2024-06-10,Chilli,Karnataka,Bengaluru Rural,135.99,7334.55,39.4,189.3,81.0,Summer,0,0,109.0,415.1,2092,180,807,-671.01,0,Watermelon
2024-09-18,Chilli,Tamil Nadu,Coimbatore,24.5,22592.54,29.8,90.5,61.5,Kharif,0,0,104.16,403.4,2633,180,1384,-1359.5,0,Groundnut
2024-09-24,Onion,Telangana,Hyderabad,245.58,6182.72,40.2,123.9,68.8,Kharif,0,0,105.67,438.5,5000,30,1089,-843.42,0,Groundnut
2024-10-30,Rice,Maharashtra,Solapur,338.61,5852.49,30.0,47.3,72.3,Kharif,0,0,101.1,381.1,3126,365,1294,-955.39,0,Maize
2025-06-14,Brinjal,Andhra Pradesh,Visakhapatnam,310.82,6239.69,39.6,34.4,74.1,Summer,0,0,101.86,451.1,5000,5,1334,-1023.18,1,Watermelon
2024-11-20,Cabbage,Telangana,Nizamabad,482.34,5439.96,27.0,37.4,53.5,Rabi,0,0,98.59,437.9,5000,7,1614,-1131.66,0,Barley
2024-12-10,Onion,Telangana,Warangal,82.58,10962.11,25.3,25.8,43.3,Rabi,0,0,89.2,386.2,5000,30,1128,-1045.42,0,Barley
2025-05-21,Cabbage,Telangana,Khammam,131.53,10312.4,42.8,16.5,42.6,Summer,0,0,95.77,427.2,5000,7,1584,-1452.47,1,Cucumber
2024-06-23,Turmeric,Karnataka,Bengaluru Rural,227.48,7198.95,39.0,127.7,71.6,Summer,0,1,109.07,450.4,5000,365,1317,-1089.52,0,Watermelon
2025-01-14,Cabbage,Karnataka,Tumakuru,183.48,7905.36,20.7,24.2,56.7,Rabi,1,0,99.51,388.7,5000,7,1305,-1121.52,0,Chickpea
2024-09-28,Brinjal,Telangana,Karimnagar,162.33,8309.4,30.3,53.2,63.1,Kharif,0,0,96.51,362.4,5000,5,1204,-1041.67,0,Maize
2025-01-27,Potato,Karnataka,Hassan,156.5,8562.25,21.7,20.2,32.2,Rabi,0,0,89.57,385.1,5000,60,1237,-1080.5,0,Barley
2025-01-12,Maize,Karnataka,Tumakuru,16.6,25626.87,31.5,1.9,33.4,Rabi,0,1,88.97,348.1,3359,180,1208,-1191.4,0,Chickpea
2025-02-13,Brinjal,Tamil Nadu,Coimbatore,110.65,9394.8,22.0,5.1,34.3,Rabi,0,0,99.41,390.1,5000,5,1075,-964.35,0,Chickpea
2024-09-11,Cabbage,Telangana,Karimnagar,12.56,43614.69,29.1,20.8,81.8,Kharif,0,0,102.12,414.4,5000,7,2664,-2651.44,1,Maize
2024-06-27,Maize,Karnataka,Hassan,145.17,8195.38,29.4,192.2,79.0,Summer,0,0,104.03,412.5,4086,180,1147,-1001.83,0,Vegetables
2024-07-23,Brinjal,Andhra Pradesh,Krishna,259.4,6604.43,30.5,163.6,82.1,Kharif,0,0,100.03,412.9,5000,5,1346,-1086.6,1,Maize
2024-07-13,Onion,Karnataka,Tumakuru,216.68,7010.49,31.1,91.9,71.4,Kharif,0,0,109.52,419.6,5000,30,1162,-945.32,0,Cotton
2025-02-18,Onion,Tamil Nadu,Chennai,38.89,16461.61,25.0,23.1,59.1,Rabi,0,0,105.69,467.9,5000,30,1208,-1169.11,0,Barley
2024-09-22,Maize,Karnataka,Bengaluru Urban,146.18,9181.09,33.6,113.5,94.9,Kharif,0,1,90.97,399.2,3996,180,1337,-1190.82,0,Groundnut
2024-12-30,Tomato,Tamil Nadu,Tiruppur,187.41,8658.73,28.0,19.4,44.6,Rabi,0,0,95.87,409.0,5000,5,1630,-1442.59,0,Mustard
2024-12-09,Potato,Tamil Nadu,Chennai,155.93,7068.9,22.5,29.7,30.9,Rabi,0,0,95.81,425.6,5000,60,850,-694.0699999999999,0,Wheat
2024-12-09,Potato,Andhra Pradesh,Krishna,117.06,9423.9,26.8,31.8,55.7,Rabi,0,0,101.42,418.9,5000,60,1186,-1068.94,0,Barley
2024-07-21,Chilli,Telangana,Warangal,9.29,32551.32,32.0,21.2,74.8,Kharif,0,1,94.28,416.1,2328,180,1097,-1087.71,0,Cotton
2024-06-20,Wheat,Tamil Nadu,Coimbatore,105.1,13065.75,30.4,104.9,58.7,Summer,0,0,101.77,425.7,500,365,1986,-1880.9,0,Watermelon
2025-06-24,Maize,Tamil Nadu,Tiruppur,230.45,6659.69,40.5,127.5,87.4,Summer,0,0,97.45,428.6,3755,180,1096,-865.55,0,Watermelon
2024-06-03,Rice,Andhra Pradesh,Krishna,223.86,7194.8,31.8,55.8,64.9,Summer,0,0,94.74,401.6,3466,365,1223,-999.14,0,Watermelon
2024-09-19,Onion,Maharashtra,Solapur,229.98,8584.29,31.0,71.0,71.0,Kharif,0,0,105.86,391.8,5000,30,1809,-1579.02,0,Maize
2025-02-26,Turmeric,Andhra Pradesh,Krishna,129.35,8258.81,31.2,0.8,35.4,Rabi,0,0,107.5,437.5,4389,365,967,-837.65,0,Mustard
2024-09-30,Wheat,Andhra Pradesh,Vijayawada,27.34,24639.9,40.3,28.9,64.2,Kharif,0,0,107.74,420.1,1515,365,1868,-1840.66,0,Maize
2024-10-01,Turmeric,Maharashtra,Aurangabad,79.38,11142.94,31.3,156.4,85.4,Kharif,0,0,94.88,389.0,5000,365,1140,-1060.62,0,Maize
2024-07-03,Rice,Tamil Nadu,Tiruppur,184.92,7497.5,37.7,193.8,70.7,Kharif,0,0,90.88,398.5,2657,365,1126,-941.08,0,Groundnut
2025-03-02,Tomato,Maharashtra,Solapur,84.4,12773.58,26.1,12.5,45.0,Summer,0,1,102.19,444.7,5000,5,1493,-1408.6,0,Vegetables
2024-10-02,Onion,Karnataka,Tumakuru,68.95,15039.41,40.7,86.6,85.1,Kharif,1,0,107.73,473.2,5000,30,1771,-1702.05,0,Groundnut
2024-06-01,Cabbage,Karnataka,Bengaluru Rural,210.62,7024.31,32.7,31.2,74.4,Summer,0,0,90.4,358.8,5000,7,1166,-955.38,0,Cucumber
2025-03-20,Turmeric,Telangana,Hyderabad,185.71,7364.31,30.3,30.6,35.1,Summer,0,0,103.19,466.2,4053,365,1136,-950.29,0,Cucumber
2025-02-24,Chilli,Andhra Pradesh,Nellore,200.38,7638.33,27.7,20.4,34.2,Rabi,0,0,94.87,424.3,2068,180,1274,-1073.62,0,Wheat
2025-03-06,Brinjal,Maharashtra,Solapur,223.88,6803.41,31.3,12.5,60.0,Summer,0,0,90.9,401.6,5000,5,1164,-940.12,0,Cucumber
2024-06-11,Turmeric,Tamil Nadu,Chennai,65.57,12718.98,40.2,50.4,57.1,Summer,0,0,103.78,426.0,5000,365,1180,-1114.43,0,Vegetables
2025-04-22,Turmeric,Karnataka,Mysuru,149.68,8697.62,35.3,14.4,40.3,Summer,0,0,101.29,416.0,2940,365,1308,-1158.32,0,Vegetables
2025-06-18,Tomato,Karnataka,Bengaluru Urban,42.04,16153.65,29.5,171.0,81.8,Summer,0,0,103.33,414.3,5000,5,1185,-1142.96,1,Watermelon
2024-11-24,Potato,Andhra Pradesh,Nellore,71.34,12772.97,20.6,38.5,53.8,Rabi,0,1,101.89,401.0,5000,60,1310,-1238.66,0,Barley
2025-06-12,Chilli,Telangana,Hyderabad,121.41,9223.92,38.9,90.8,60.6,Summer,0,0,88.24,377.8,2244,180,1193,-1071.59,0,Cucumber
2024-11-28,Brinjal,Karnataka,Bengaluru Rural,383.38,6532.54,25.3,35.2,47.7,Rabi,0,0,99.17,379.5,5000,5,2004,-1620.62,0,Wheat
2025-05-17,Maize,Tamil Nadu,Coimbatore,178.71,8125.8,41.0,11.9,37.5,Summer,0,0,97.29,431.2,2280,180,1218,-1039.29,0,Cucumber
2024-08-09,Rice,Tamil Nadu,Chennai,358.49,5866.28,31.6,155.4,75.5,Kharif,0,0,95.06,406.4,3198,365,1254,-895.51,0,Groundnut
2024-10-29,Potato,Andhra Pradesh,Guntur,38.15,17192.81,32.8,29.9,63.2,Kharif,0,0,97.21,380.0,5000,60,1284,-1245.85,0,Maize
2024-06-22,Chilli,Karnataka,Hassan,207.12,7092.98,34.0,41.4,75.5,Summer,0,0,95.67,388.6,2083,180,1172,-964.88,0,Cucumber
2024-12-21,Brinjal,Tamil Nadu,Madurai,241.71,6874.97,20.4,39.8,38.1,Rabi,0,0,89.18,349.2,5000,5,1165,-923.29,0,Chickpea
2024-06-19,Potato,Karnataka,Mysuru,213.42,11004.35,37.5,111.6,89.5,Summer,0,0,107.05,395.6,5000,60,2849,-2635.58,0,Vegetables
2024-06-25,Chilli,Karnataka,Bengaluru Urban,117.64,9405.35,34.8,197.6,85.2,Summer,0,0,93.47,395.6,2087,180,1186,-1068.36,0,Watermelon
2024-12-06,Turmeric,Tamil Nadu,Salem,66.51,13415.48,24.0,33.1,30.0,Rabi,0,0,94.77,373.4,3253,365,1358,-1291.49,0,Chickpea
2024-12-15,Chilli,Telangana,Khammam,286.25,6624.43,25.0,15.1,60.7,Rabi,0,1,107.92,442.1,1938,180,1434,-1147.75,0,Mustard
2025-05-21,Maize,Karnataka,Hassan,174.99,8792.64,36.6,6.4,29.9,Summer,0,0,105.23,399.3,2513,180,1516,-1341.01,0,Cucumber
